X,Y,FID,ICOUNT,Comuna,Año,Clase_Acci,Cód_Comun,Cód_Regi,Región,Cód__Zona,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Intersecci,Direcci_1,Tipo_Cal_1,Fallecid_1,Graves_1,Menos_Gr_1,Leves_1,Tipo,Servicio
-7860964.06201609,-3952893.23766899,261,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131230183,ELIODORO YANEZ, , ,281,- ELIODORO YANEZ,281 ELIODORO YANEZ,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7860953.79522275,-3954656.42910112,262,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230486,STA ISABEL, , ,1158,- STA ISABEL,1158 STA ISABEL,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860951.80038959,-3954695.35132,263,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230486,STA ISABEL, , ,1161,- STA ISABEL,1161 STA ISABEL,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860931.35329974,-3954679.0242608,264,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230486,STA ISABEL,131230273,JUAN AGUSTIN BARRIGA, ,JUAN AGUSTIN BARRIGA - STA ISABEL,STA ISABEL @ JUAN AGUSTIN BARRIGA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860921.31015677,-3952883.61565278,265,3,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230041,ANTONIO VARAS,131230183,ELIODORO YANEZ, ,ANTONIO VARAS - ELIODORO YANEZ,ANTONIO VARAS @ ELIODORO YANEZ,ASFALTO,0,0,0,1,BICICLETA,DADO A LA FUGA
-7860885.49906741,-3953775.09967802,266,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230367,MANUEL MONTT,131230205,FRANCISCO BILBAO, ,FRANCISCO BILBAO - MANUEL MONTT,MANUEL MONTT @ FRANCISCO BILBAO,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7860833.00810548,-3962007.03439943,267,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131180060,BENITO REBOLLEDO,131180049,ANTONIO ACEVEDO HERNANDEZ, ,ANTONIO ACEVEDO HERNANDEZ - BENITO REBOLLEDO,BENITO REBOLLEDO @ ANTONIO ACEVEDO HERNANDEZ,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7860828.50075965,-3953218.38515995,268,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230481,SILVINA HURTADO,131230041,ANTONIO VARAS, ,ANTONIO VARAS - SILVINA HURTADO,SILVINA HURTADO @ ANTONIO VARAS,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7860826.581411,-3956744.15132108,269,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200463,MARATHON,131200256,GRECIA, ,GRECIA - MARATHON,MARATHON @ GRECIA,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7860784.00855206,-3951927.28587266,270,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230437,PROVIDENCIA, , ,1765,- PROVIDENCIA,1765 PROVIDENCIA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7860757.26731611,-3953476.89990324,271,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230041,ANTONIO VARAS,131230312,LINARES, ,ANTONIO VARAS - LINARES,ANTONIO VARAS @ LINARES,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860745.11351032,-3957951.36057742,272,1,NUNOA,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200265,GUILLERMO MANN, , ,1901,- GUILLERMO MANN,1901 GUILLERMO MANN,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860736.82573242,-3956177.3556417,273,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131200011,ALC EDUARDO CASTILLO VELASCO,131200478,MONS EYZAGUIRRE, ,ALC EDUARDO CASTILLO VELASCO - MONS EYZAGUIRRE,ALC EDUARDO CASTILLO VELASCO @ MONS EYZAGUIRRE,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860728.71224963,-3953572.97827501,274,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230433,POCURO,131230041,ANTONIO VARAS, ,ANTONIO VARAS - POCURO,POCURO @ ANTONIO VARAS,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7860722.38656824,-3962889.51145713,275,1,SAN JOAQUIN,2016,1,13129,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290160,DEPARTAMENTAL,131290636,VICUNA MACKENNA, ,DEPARTAMENTAL - VICUNA MACKENNA,DEPARTAMENTAL @ VICUNA MACKENNA,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7860716.76177146,-3950898.4710275,276,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230323,LOS CONQUISTADORES,131230170,EL CACIQUE, ,EL CACIQUE - LOS CONQUISTADORES,LOS CONQUISTADORES @ EL CACIQUE,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7860711.86228665,-3957549.96301763,277,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200463,MARATHON,131200079,CALLE 2, ,CALLE 2 - MARATHON,MARATHON @ CALLE 2,ASFALTO,0,0,1,1,BICICLETA,PARTICULAR
-7860690.80811718,-3958465.41451397,278,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200463,MARATHON,131200637,RODRIGO DE ARAYA, ,MARATHON - RODRIGO DE ARAYA,MARATHON @ RODRIGO DE ARAYA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860686.75347815,-3953729.33995293,279,3,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230041,ANTONIO VARAS,131230205,FRANCISCO BILBAO, ,ANTONIO VARAS - FRANCISCO BILBAO,ANTONIO VARAS @ FRANCISCO BILBAO,ASFALTO,0,0,0,3,BICICLETA,PARTICULAR
-7860668.4700104,-3951770.73849931,280,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131230437,PROVIDENCIA, , ,1912,- PROVIDENCIA,1912 PROVIDENCIA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7860650.9657149,-3955046.15619529,281,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200689,SUCRE,131200461,MANUEL MONTT, ,MANUEL MONTT - SUCRE,SUCRE @ MANUEL MONTT,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7860639.68889086,-3958977.29436644,282,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131180341,MARATHON,131180188,JOSE ANANIAS, ,JOSE ANANIAS - MARATHON,MARATHON @ JOSE ANANIAS,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7860605.59442321,-3954025.40050382,283,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131230051,ARTURO CLARO,131230041,ANTONIO VARAS, ,ANTONIO VARAS - ARTURO CLARO,ARTURO CLARO @ ANTONIO VARAS,CONCRETO,0,0,1,0,BICICLETA,PARTICULAR
-7860566.99461197,-3954163.45553273,284,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230097,CARLOS WILSON,131230041,ANTONIO VARAS, ,ANTONIO VARAS - CARLOS WILSON,CARLOS WILSON @ ANTONIO VARAS,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7860541.68658045,-3951662.57389178,285,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230417,PEDRO DE VALDIVIA,131230437,PROVIDENCIA, ,PEDRO DE VALDIVIA - PROVIDENCIA,PEDRO DE VALDIVIA @ PROVIDENCIA,MIXTO,0,1,0,0,BICICLETA,PARTICULAR
-7860478.29851956,-3957926.02930578,286,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200265,GUILLERMO MANN,131200241,GASPAR VILLARROEL, ,GASPAR VILLARROEL - GUILLERMO MANN,GUILLERMO MANN @ GASPAR VILLARROEL,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860473.03833095,-3960652.76691463,287,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131180341,MARATHON,131180152,ESC AGRICOLA, ,ESC AGRICOLA - MARATHON,MARATHON @ ESC AGRICOLA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860415.85231305,-3954712.93352041,288,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230137,DIAG ORIENTE,131230041,ANTONIO VARAS, ,ANTONIO VARAS - DIAG ORIENTE,DIAG ORIENTE @ ANTONIO VARAS,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7860405.08846327,-3951220.86039414,289,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230035,ANDRES BELLO,131230396,NVA DE LYON, ,ANDRES BELLO - NVA DE LYON,ANDRES BELLO @ NVA DE LYON,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860375.44617969,-3954856.73933817,290,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131200033,ANTONIO VARAS,131200717,UNION LITERARIA, ,ANTONIO VARAS - UNION LITERARIA,ANTONIO VARAS @ UNION LITERARIA,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-7860368.02306976,-3968090.17849263,291,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131102602,TRINIDAD,131102104,PUNTA ARENAS, ,PUNTA ARENAS - TRINIDAD,TRINIDAD @ PUNTA ARENAS,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7860347.13518645,-3955676.34616854,292,1,NUNOA,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200285,IRARRAZAVAL, , ,1951,- IRARRAZAVAL,1951 IRARRAZAVAL,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7860306.54925181,-3950893.11901309,293,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230489,STA MARIA,131230175,EL GOBERNADOR, ,EL GOBERNADOR - STA MARIA,STA MARIA @ EL GOBERNADOR,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-7860302.78153397,-3955119.56334254,294,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200713,TTE MONTT,131200033,ANTONIO VARAS, ,ANTONIO VARAS - TTE MONTT,TTE MONTT @ ANTONIO VARAS,ASFALTO,0,1,0,1,BICICLETA,PARTICULAR
-7860296.50700985,-3955889.89247507,295,1,NUNOA,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200169,DUBLE ALMEYDA, , ,2005,- DUBLE ALMEYDA,2005 DUBLE ALMEYDA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860281.05521205,-3957913.45700159,296,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200265,GUILLERMO MANN,131200113,CASTILLO URIZAR, ,CASTILLO URIZAR - GUILLERMO MANN,GUILLERMO MANN @ CASTILLO URIZAR,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7860270.44713666,-3965789.6667676,297,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131110526,PUNTA ARENAS, , ,7935,- PUNTA ARENAS,7935 PUNTA ARENAS,CONCRETO,0,0,1,0,BICICLETA,PARTICULAR
-7860269.7957074,-3955234.84363775,298,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200033,ANTONIO VARAS,131200112,CARRERA PINTO, ,ANTONIO VARAS - CARRERA PINTO,ANTONIO VARAS @ CARRERA PINTO,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-7860262.37820375,-3953636.7185252,299,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230205,FRANCISCO BILBAO,131230371,MARCHANT PEREIRA, ,FRANCISCO BILBAO - MARCHANT PEREIRA,FRANCISCO BILBAO @ MARCHANT PEREIRA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860249.78871022,-3970710.3658743,300,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131100786,ESMERALDA,131100164,BAHIA CATALINA, ,BAHIA CATALINA - ESMERALDA,ESMERALDA @ BAHIA CATALINA,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7860246.58272122,-3955315.14043126,301,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200033,ANTONIO VARAS,131200674,SIMON BOLIVAR, ,ANTONIO VARAS - SIMON BOLIVAR,ANTONIO VARAS @ SIMON BOLIVAR,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-7860230.84980873,-3956320.934267,302,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200142,CRESCENTE ERRAZURIZ,131200096,CAMPOS DE DEPORTES, ,CAMPOS DE DEPORTES - CRESCENTE ERRAZURIZ,CRESCENTE ERRAZURIZ @ CAMPOS DE DEPORTES,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7860209.95091309,-3955447.71778037,303,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200033,ANTONIO VARAS,131200382,LEOPOLDO URRUTIA, ,ANTONIO VARAS - LEOPOLDO URRUTIA,ANTONIO VARAS @ LEOPOLDO URRUTIA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860201.49584792,-3951028.59091485,304,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131140044,ANDRES BELLO, , ,2300,- ANDRES BELLO,2300 ANDRES BELLO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7860173.80795222,-3955883.82047501,305,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200169,DUBLE ALMEYDA,131200096,CAMPOS DE DEPORTES, ,CAMPOS DE DEPORTES - DUBLE ALMEYDA,DUBLE ALMEYDA @ CAMPOS DE DEPORTES,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-7860173.64416886,-3955579.39804572,306,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131200671,SGTO LUIS NAVARRETE,131200033,ANTONIO VARAS, ,ANTONIO VARAS - SGTO LUIS NAVARRETE,SGTO LUIS NAVARRETE @ ANTONIO VARAS,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860170.51456537,-3950991.48663123,307,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131230035,ANDRES BELLO,131230074,BUCAREST, ,ANDRES BELLO - BUCAREST,ANDRES BELLO @ BUCAREST,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7860154.86154232,-3952937.67606291,308,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131230417,PEDRO DE VALDIVIA,131230369,MAR DEL PLATA, ,MAR DEL PLATA - PEDRO DE VALDIVIA,PEDRO DE VALDIVIA @ MAR DEL PLATA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860148.76631892,-3955682.0621671,309,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200285,IRARRAZAVAL,131200096,CAMPOS DE DEPORTES, ,CAMPOS DE DEPORTES - IRARRAZAVAL,IRARRAZAVAL @ CAMPOS DE DEPORTES,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860128.17446701,-3953045.08313838,310,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131230068,BIARRITZ,131230417,PEDRO DE VALDIVIA, ,BIARRITZ - PEDRO DE VALDIVIA,BIARRITZ @ PEDRO DE VALDIVIA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860119.95436487,-3955247.82446399,311,1,NUNOA,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200674,SIMON BOLIVAR, , ,2200,- SIMON BOLIVAR,2200 SIMON BOLIVAR,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860107.6382774,-3951878.90699609,312,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131230462,RICARDO LYON,131230256,JORGE ISAACS, ,JORGE ISAACS - RICARDO LYON,RICARDO LYON @ JORGE ISAACS,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-7860087.20410201,-3952018.61168905,313,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230462,RICARDO LYON, , ,505,- RICARDO LYON,505 RICARDO LYON,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7860075.849591,-3951960.52433638,314,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131230462,RICARDO LYON, , ,445,- RICARDO LYON,445 RICARDO LYON,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7860056.54868426,-3954604.81124559,315,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131230371,MARCHANT PEREIRA,131230137,DIAG ORIENTE, ,DIAG ORIENTE - MARCHANT PEREIRA,MARCHANT PEREIRA @ DIAG ORIENTE,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7860053.61910469,-3952675.72020361,316,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131230183,ELIODORO YANEZ, , ,0,- ELIODORO YANEZ,0 ELIODORO YANEZ,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7860052.56342289,-3953351.77189946,317,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230417,PEDRO DE VALDIVIA,131230433,POCURO, ,PEDRO DE VALDIVIA - POCURO,PEDRO DE VALDIVIA @ POCURO,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7860022.09661628,-3952156.97817896,318,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131230462,RICARDO LYON,131230197,EUROPA, ,EUROPA - RICARDO LYON,RICARDO LYON @ EUROPA,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7859993.54084902,-3951137.05761595,319,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131230219,GRAL ADOLFO HOLLEY,131230074,BUCAREST, ,BUCAREST - GRAL ADOLFO HOLLEY,GRAL ADOLFO HOLLEY @ BUCAREST,MIXTO,0,1,0,0,BICICLETA,PARTICULAR
-7859992.31397558,-3952252.94723342,320,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131230089,CARLOS ANTUNEZ,131230462,RICARDO LYON, ,CARLOS ANTUNEZ - RICARDO LYON,CARLOS ANTUNEZ @ RICARDO LYON,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7859964.04212615,-3955709.29578271,321,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131200464,MARCHANT PEREIRA,131200285,IRARRAZAVAL, ,IRARRAZAVAL - MARCHANT PEREIRA,MARCHANT PEREIRA @ IRARRAZAVAL,ASFALTO,0,1,0,1,BICICLETA,PARTICULAR
-7859944.87146522,-3955266.50657972,322,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131200674,SIMON BOLIVAR,131200464,MARCHANT PEREIRA, ,MARCHANT PEREIRA - SIMON BOLIVAR,SIMON BOLIVAR @ MARCHANT PEREIRA,ASFALTO,0,1,0,1,BICICLETA,PARTICULAR
-7859871.08596473,-3952625.69320058,323,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230462,RICARDO LYON,131230183,ELIODORO YANEZ, ,ELIODORO YANEZ - RICARDO LYON,RICARDO LYON @ ELIODORO YANEZ,CONCRETO,0,0,0,2,BICICLETA,PARTICULAR
-7859847.21884627,-3959943.36324502,324,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131180402,PEDRO DE VALDIVIA,131180482,QUILIN, ,PEDRO DE VALDIVIA - QUILIN,PEDRO DE VALDIVIA @ QUILIN,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7859832.74023794,-3956703.77019275,325,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200544,PEDRO DE VALDIVIA,131200435,LOS PESCADORES, ,LOS PESCADORES - PEDRO DE VALDIVIA,PEDRO DE VALDIVIA @ LOS PESCADORES,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-7859805.32414651,-3952833.62182035,326,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230462,RICARDO LYON,131230369,MAR DEL PLATA, ,MAR DEL PLATA - RICARDO LYON,RICARDO LYON @ MAR DEL PLATA,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7859747.68091677,-3953024.58608564,327,3,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230462,RICARDO LYON,131230309,LAS VIOLETAS, ,LAS VIOLETAS - RICARDO LYON,RICARDO LYON @ LAS VIOLETAS,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-7859731.58669982,-3955938.72093647,328,3,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200169,DUBLE ALMEYDA,131200544,PEDRO DE VALDIVIA, ,DUBLE ALMEYDA - PEDRO DE VALDIVIA,DUBLE ALMEYDA @ PEDRO DE VALDIVIA,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-7859667.57574162,-3969735.15806394,329,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131100868,GRAL ARRIAGADA,131100422,CLEOPATRA, ,CLEOPATRA - GRAL ARRIAGADA,GRAL ARRIAGADA @ CLEOPATRA,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7859626.12573969,-3951090.21059647,330,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230437,PROVIDENCIA,131230241,HOLANDA, ,HOLANDA - PROVIDENCIA,PROVIDENCIA @ HOLANDA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7859607.16601489,-3951870.74143127,331,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230334,LOS LEONES,131230098,CARMEN SILVA, ,CARMEN SILVA - LOS LEONES,LOS LEONES @ CARMEN SILVA,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7859546.27504942,-3951319.28777037,332,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230476,SAN PIO X,131230241,HOLANDA, ,HOLANDA - SAN PIO X,SAN PIO X @ HOLANDA,ASFALTO,0,1,1,0,BICICLETA,PARTICULAR
-7859532.40782551,-3950052.505277,333,2,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131140044,ANDRES BELLO,131140947,PDTE RIESCO, ,ANDRES BELLO - PDTE RIESCO,ANDRES BELLO @ PDTE RIESCO,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7859508.42067267,-3955746.03349945,334,1,NUNOA,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200285,IRARRAZAVAL, , ,2704,- IRARRAZAVAL,2704 IRARRAZAVAL,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7859507.35938459,-3954273.4671477,335,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230462,RICARDO LYON,131230140,DIEGO DE ALMAGRO, ,DIEGO DE ALMAGRO - RICARDO LYON,RICARDO LYON @ DIEGO DE ALMAGRO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7859494.54574013,-3962141.80535689,336,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131180156,EXEQUIEL FERNANDEZ,131180060,BENITO REBOLLEDO, ,BENITO REBOLLEDO - EXEQUIEL FERNANDEZ,EXEQUIEL FERNANDEZ @ BENITO REBOLLEDO,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
